account_id,graph_anomaly_score,contributing_factors
80D7D6E60,0.0,baseline structural profile; no graph anomalies detected
80D7E2D30,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80D7EE9E0,0.0,baseline structural profile; no graph anomalies detected
80D7FE3B0,0.177,"isolated micro-cluster (size=5); high transaction volume (in=44, out=21)"
80D848F60,0.1541,isolated micro-cluster (size=9)
80D8498E0,0.0,baseline structural profile; no graph anomalies detected
80D858AE0,0.1,isolated micro-cluster (size=9)
80D891CE0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80D8A7570,0.1,isolated micro-cluster (size=9)
80D8C11A0,0.1,isolated micro-cluster (size=9)
80D8C2FD0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80D8C3020,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80D8C54F0,0.0,baseline structural profile; no graph anomalies detected
80D8CD130,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80D8D7C70,0.0,baseline structural profile; no graph anomalies detected
80D8F6410,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80D905C10,0.1,isolated micro-cluster (size=9)
80D9469F0,0.0,baseline structural profile; no graph anomalies detected
80D94A600,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80D974D60,0.1,isolated micro-cluster (size=6)
80D990260,0.0,baseline structural profile; no graph anomalies detected
80D9B9FD0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80D9C25B0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80D9D3480,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80D9E8AC0,0.0,baseline structural profile; no graph anomalies detected
80DA17F00,0.0,baseline structural profile; no graph anomalies detected
80DA4BD50,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80DA5BA10,0.0,baseline structural profile; no graph anomalies detected
80DA73BF0,0.0,baseline structural profile; no graph anomalies detected
80DA9EC00,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80DAB2450,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80DAE4500,0.0,baseline structural profile; no graph anomalies detected
80DAF8530,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80DB0AA30,0.0,baseline structural profile; no graph anomalies detected
80DB27F00,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80DB28040,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80DB44090,0.0,baseline structural profile; no graph anomalies detected
80DB6EB30,0.1,isolated micro-cluster (size=9)
80DBC4310,0.1,isolated micro-cluster (size=5)
80DC00F20,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80DC01210,0.0,baseline structural profile; no graph anomalies detected
80DC4C820,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80DC4EDE0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80DC61710,0.0,baseline structural profile; no graph anomalies detected
80DC618A0,0.0,baseline structural profile; no graph anomalies detected
80DC6B9C0,0.1,isolated micro-cluster (size=6)
80DC7F790,0.0,baseline structural profile; no graph anomalies detected
80DC92D60,0.1,isolated micro-cluster (size=7)
80DD1C2A0,0.0,baseline structural profile; no graph anomalies detected
80DD39C40,0.0,baseline structural profile; no graph anomalies detected
80DD9DBE0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80DDC92B0,0.1,isolated micro-cluster (size=6)
80DDE4FB0,0.0541,baseline structural profile; no graph anomalies detected
80DDE58F0,0.0,baseline structural profile; no graph anomalies detected
80DDE7430,0.0,baseline structural profile; no graph anomalies detected
80DDE7570,0.0,baseline structural profile; no graph anomalies detected
80DDECC40,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80DDED730,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80DDFA4B0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80DE139F0,0.1,isolated micro-cluster (size=9)
80DE62EC0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80DE85570,0.0,baseline structural profile; no graph anomalies detected
80DE86AF0,0.1,isolated micro-cluster (size=5)
80DE9A9F0,0.0,baseline structural profile; no graph anomalies detected
80DE9B300,0.0,baseline structural profile; no graph anomalies detected
80DEDD0C0,0.1,isolated micro-cluster (size=9)
80DEE27D0,0.0,baseline structural profile; no graph anomalies detected
80DEF2DC0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80DEF2E10,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80DF24B60,0.1,isolated micro-cluster (size=9)
80DF24CA0,0.1631,isolated micro-cluster (size=9)
80DF27550,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80DF278C0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80DF286B0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80DF886E0,0.0,baseline structural profile; no graph anomalies detected
80DFA2870,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80DFA7EA0,0.0,baseline structural profile; no graph anomalies detected
80DFDCD10,0.1,isolated micro-cluster (size=10)
80DFDEBB0,0.1721,isolated micro-cluster (size=10)
80DFE4190,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80DFE4230,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80E02C450,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80E02F4B0,0.0,baseline structural profile; no graph anomalies detected
80E03E080,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80E05C430,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80E06B610,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80E06B700,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80E06EFE0,0.2041,"isolated micro-cluster (size=6); high transaction volume (in=30, out=43)"
80E09AF90,0.1,isolated micro-cluster (size=7)
80E0EE0B0,0.0,baseline structural profile; no graph anomalies detected
80E0F20D0,0.1,isolated micro-cluster (size=10)
80E0F2170,0.1721,isolated micro-cluster (size=10)
80E136170,0.0,baseline structural profile; no graph anomalies detected
80E145DA0,0.0,baseline structural profile; no graph anomalies detected
80E17F420,0.0,baseline structural profile; no graph anomalies detected
80E196160,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80E196D60,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80E1996C0,0.0,baseline structural profile; no graph anomalies detected
80E1B20D0,0.0,baseline structural profile; no graph anomalies detected
80E1BFB50,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80E1C8E10,0.1,isolated micro-cluster (size=5)
80E1CA820,0.0,baseline structural profile; no graph anomalies detected
80E1CA910,0.0,baseline structural profile; no graph anomalies detected
80E1D2640,0.1,isolated micro-cluster (size=6)
80E1F1D30,0.0,baseline structural profile; no graph anomalies detected
80E2033E0,0.0,baseline structural profile; no graph anomalies detected
80E2410E0,0.218,topological outlier in Node2Vec space (DBSCAN outlier)
80E26CD20,0.0,baseline structural profile; no graph anomalies detected
80E2AB5C0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80E2B11D0,0.1,isolated micro-cluster (size=5)
80E2B3F50,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80E2E6050,0.0,baseline structural profile; no graph anomalies detected
80E2F85D0,0.0,baseline structural profile; no graph anomalies detected
80E330AB0,0.0,baseline structural profile; no graph anomalies detected
80E337F70,0.0,baseline structural profile; no graph anomalies detected
80E342E80,0.0,baseline structural profile; no graph anomalies detected
80E34D0D0,0.0,baseline structural profile; no graph anomalies detected
80E356AA0,0.577,participates in circular transfer cycle; topological outlier in Node2Vec space (DBSCAN outlier)
80E356EE0,0.55,participates in circular transfer cycle; topological outlier in Node2Vec space (DBSCAN outlier)
80E36D990,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80E36E5E0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80E37FA70,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80E3AE1B0,0.0,baseline structural profile; no graph anomalies detected
80E3ED5C0,0.0,baseline structural profile; no graph anomalies detected
80E4193A0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80E444860,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80E48B7A0,0.0,baseline structural profile; no graph anomalies detected
80E4AF290,0.1,isolated micro-cluster (size=9)
80E4D0390,0.0,baseline structural profile; no graph anomalies detected
80E4DBA50,0.1,isolated micro-cluster (size=6)
80E4DCDF0,0.1,isolated micro-cluster (size=6)
80E528170,0.0,baseline structural profile; no graph anomalies detected
80E550120,0.0,baseline structural profile; no graph anomalies detected
80E565BA0,0.1,isolated micro-cluster (size=10)
80E566E90,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80E567790,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80E56F9F0,0.0,baseline structural profile; no graph anomalies detected
80E57B8A0,0.0,baseline structural profile; no graph anomalies detected
80E57B940,0.0,baseline structural profile; no graph anomalies detected
80E5BDC10,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80E5C33D0,0.186,"isolated micro-cluster (size=5); high transaction volume (in=35, out=26)"
80E5E0320,0.0,baseline structural profile; no graph anomalies detected
80E5F4580,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80E614650,0.1,isolated micro-cluster (size=5)
80E635330,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80E641BB0,0.0,baseline structural profile; no graph anomalies detected
80E649670,0.0,baseline structural profile; no graph anomalies detected
80E661730,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80E6629B0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80E66F9C0,0.0,baseline structural profile; no graph anomalies detected
80E6B3560,0.0,baseline structural profile; no graph anomalies detected
80E6BE840,0.1,isolated micro-cluster (size=5)
80E6DB5B0,0.0,baseline structural profile; no graph anomalies detected
80E6E0220,0.209,topological outlier in Node2Vec space (DBSCAN outlier)
80E702F80,0.1,isolated micro-cluster (size=8)
80E703CB0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80E709690,0.0,baseline structural profile; no graph anomalies detected
80E73AFE0,0.1,isolated micro-cluster (size=6)
80E75B310,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80E75D8D0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80E762110,0.0,baseline structural profile; no graph anomalies detected
80E787860,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80E795940,0.0,baseline structural profile; no graph anomalies detected
80E7A4FA0,0.0,baseline structural profile; no graph anomalies detected
80E7D50F0,0.218,topological outlier in Node2Vec space (DBSCAN outlier)
80E7D5720,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80E7E18F0,0.0,baseline structural profile; no graph anomalies detected
80E7E2AC0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80E867890,0.1,isolated micro-cluster (size=6)
80E8975D0,0.1,isolated micro-cluster (size=6)
80E8BCD10,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80E8C8060,0.218,topological outlier in Node2Vec space (DBSCAN outlier)
80E8FDFF0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80E9090C0,0.0,baseline structural profile; no graph anomalies detected
80E914B40,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80E9331D0,0.0,baseline structural profile; no graph anomalies detected
80E936110,0.1,isolated micro-cluster (size=5)
80E941750,0.145,isolated micro-cluster (size=7)
80E9486A0,0.0,baseline structural profile; no graph anomalies detected
80E94B130,0.136,isolated micro-cluster (size=5)
80E9778E0,0.0,baseline structural profile; no graph anomalies detected
80E995D70,0.0,baseline structural profile; no graph anomalies detected
80E9E4A30,0.0,baseline structural profile; no graph anomalies detected
80EA2DA50,0.0,baseline structural profile; no graph anomalies detected
80EA61460,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80EA87680,0.0,baseline structural profile; no graph anomalies detected
80EB0DC50,0.0,baseline structural profile; no graph anomalies detected
80EB13650,0.0,baseline structural profile; no graph anomalies detected
80EB7BF50,0.0,baseline structural profile; no graph anomalies detected
80EBB8430,0.1,isolated micro-cluster (size=5)
80EBD7AE0,0.0,baseline structural profile; no graph anomalies detected
80EBEA2B0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80EBEB300,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80EBF8260,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80EC174E0,0.1,isolated micro-cluster (size=10)
80EC23520,0.218,topological outlier in Node2Vec space (DBSCAN outlier)
80EC3FEB0,0.0,baseline structural profile; no graph anomalies detected
80EC59E70,0.0,baseline structural profile; no graph anomalies detected
80EC68410,0.0,baseline structural profile; no graph anomalies detected
80EC87030,0.1,isolated micro-cluster (size=7)
80ECAB3C0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80ECAEAC0,0.0,baseline structural profile; no graph anomalies detected
80ECC4460,0.25,"topological outlier in Node2Vec space (DBSCAN outlier); high transaction volume (in=56, out=2)"
80ECC4C40,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80ECE1840,0.0,baseline structural profile; no graph anomalies detected
80ECE4CA0,0.0,baseline structural profile; no graph anomalies detected
80ECEF920,0.0,baseline structural profile; no graph anomalies detected
80ECFD4D0,0.0,baseline structural profile; no graph anomalies detected
80ED002D0,0.25,"high flow betweenness centrality (bc=3.46e-06); high transaction volume (in=31, out=30)"
80ED20370,0.1,isolated micro-cluster (size=6)
80ED3E9B0,0.0,baseline structural profile; no graph anomalies detected
80ED7CE00,0.1,isolated micro-cluster (size=7)
80ED853F0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80ED8EA50,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80EE0FB00,0.0,baseline structural profile; no graph anomalies detected
80EE1B960,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80EE85CD0,0.0,baseline structural profile; no graph anomalies detected
80EE94A90,0.0,baseline structural profile; no graph anomalies detected
80EEE6DF0,0.1,isolated micro-cluster (size=5)
80EF13770,0.0,baseline structural profile; no graph anomalies detected
80EF21E50,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80EF23070,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80EF27BE0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80EF36AB0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80EF46FE0,0.1,isolated micro-cluster (size=5)
80EF8E2D0,0.0,baseline structural profile; no graph anomalies detected
80EF93410,0.1,isolated micro-cluster (size=7)
80EF98850,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80EFBA910,0.0,baseline structural profile; no graph anomalies detected
80EFBFF60,0.0,baseline structural profile; no graph anomalies detected
80EFC0850,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80EFC8780,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80EFC8EE0,0.0,baseline structural profile; no graph anomalies detected
80F01CBA0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80F01CCE0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80F04C830,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80F050AE0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80F054820,0.1,isolated micro-cluster (size=6)
80F0D2AB0,0.0,baseline structural profile; no graph anomalies detected
80F0FFBF0,0.0,baseline structural profile; no graph anomalies detected
80F1084B0,0.0,baseline structural profile; no graph anomalies detected
80F124C70,0.0,baseline structural profile; no graph anomalies detected
80F1283D0,0.1,isolated micro-cluster (size=6)
80F178D30,0.0,baseline structural profile; no graph anomalies detected
80F1F8CE0,0.0,baseline structural profile; no graph anomalies detected
80F203B70,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80F203DF0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80F203E40,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80F20F3B0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80F211DF0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80F211F30,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80F21BAF0,0.0,baseline structural profile; no graph anomalies detected
80F23BB10,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80F23C500,0.209,topological outlier in Node2Vec space (DBSCAN outlier)
80F24BCE0,0.1,isolated micro-cluster (size=10)
80F266500,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80F289300,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80F292B00,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80F29CD10,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80F2BDEE0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80F2EBFE0,0.0,baseline structural profile; no graph anomalies detected
80F2F3050,0.218,topological outlier in Node2Vec space (DBSCAN outlier)
80F2F3200,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80F2F4200,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80F31B7F0,0.1,isolated micro-cluster (size=6)
80F321B40,0.1,isolated micro-cluster (size=6)
80F354A00,0.1,isolated micro-cluster (size=5)
80F38BBB0,0.1,isolated micro-cluster (size=8)
80F394100,0.1,isolated micro-cluster (size=6)
80F3FC210,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80F439E90,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80F44B6E0,0.136,isolated micro-cluster (size=6)
80F460050,0.0,baseline structural profile; no graph anomalies detected
80F463D20,0.0,baseline structural profile; no graph anomalies detected
80F466F70,0.0,baseline structural profile; no graph anomalies detected
80F478E10,0.209,topological outlier in Node2Vec space (DBSCAN outlier)
80F47A310,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80F48C6C0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80F49A270,0.0,baseline structural profile; no graph anomalies detected
80F4A8780,0.0,baseline structural profile; no graph anomalies detected
80F4BD3A0,0.0,baseline structural profile; no graph anomalies detected
80F4E70B0,0.0,baseline structural profile; no graph anomalies detected
80F4F9D90,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80F500370,0.0,baseline structural profile; no graph anomalies detected
80F564EA0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80F56EE40,0.0,baseline structural profile; no graph anomalies detected
80F5796D0,0.0,baseline structural profile; no graph anomalies detected
80F57C620,0.0,baseline structural profile; no graph anomalies detected
80F587CE0,0.0,baseline structural profile; no graph anomalies detected
80F5A94D0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80F5AB7A0,0.0,baseline structural profile; no graph anomalies detected
80F5F7BF0,0.1,isolated micro-cluster (size=7)
80F60D330,0.0,baseline structural profile; no graph anomalies detected
80F669B00,0.0,baseline structural profile; no graph anomalies detected
80F67C8B0,0.218,topological outlier in Node2Vec space (DBSCAN outlier)
80F691640,0.1,isolated micro-cluster (size=9)
80F69D190,0.0,baseline structural profile; no graph anomalies detected
80F69D510,0.1,isolated micro-cluster (size=6)
80F6AFED0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80F6BA500,0.0,baseline structural profile; no graph anomalies detected
80F6D3C70,0.0,baseline structural profile; no graph anomalies detected
80F6FE710,0.2041,"isolated micro-cluster (size=6); high transaction volume (in=52, out=36)"
80F716D20,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80F79F010,0.0,baseline structural profile; no graph anomalies detected
80F7A83B0,0.1,isolated micro-cluster (size=9)
80F7CE4C0,0.0,baseline structural profile; no graph anomalies detected
80F7CF970,0.0,baseline structural profile; no graph anomalies detected
80F7D6660,0.0,baseline structural profile; no graph anomalies detected
80F85E470,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80F86B020,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80F86B1B0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80F86BA00,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80F879FA0,0.136,isolated micro-cluster (size=6)
80F87C640,0.0,baseline structural profile; no graph anomalies detected
80F8B7290,0.0,baseline structural profile; no graph anomalies detected
80F8C3CA0,0.0,baseline structural profile; no graph anomalies detected
80F8D3790,0.1,isolated micro-cluster (size=5)
80F8D6A20,0.1,isolated micro-cluster (size=8)
80F903660,0.0,baseline structural profile; no graph anomalies detected
80F90D4B0,0.1,isolated micro-cluster (size=6)
80F9A0F40,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80FA16DF0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80FA4E700,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80FA54580,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80FA76900,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80FA76950,0.209,topological outlier in Node2Vec space (DBSCAN outlier)
80FA98B00,0.0,baseline structural profile; no graph anomalies detected
80FA9EB10,0.0,baseline structural profile; no graph anomalies detected
80FAC8EB0,0.1,isolated micro-cluster (size=5)
80FAD8020,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80FB16BD0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80FB1DD20,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80FB61270,0.0,baseline structural profile; no graph anomalies detected
80FB8A6A0,0.0,baseline structural profile; no graph anomalies detected
80FC107F0,0.0,baseline structural profile; no graph anomalies detected
80FC16870,0.0,baseline structural profile; no graph anomalies detected
80FC35230,0.0,baseline structural profile; no graph anomalies detected
80FC517D0,0.0,baseline structural profile; no graph anomalies detected
80FC8F980,0.0,baseline structural profile; no graph anomalies detected
80FCB8380,0.0,baseline structural profile; no graph anomalies detected
80FCDA990,0.1,isolated micro-cluster (size=6)
80FCE9D40,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80FD26790,0.1,isolated micro-cluster (size=7)
80FD27A20,0.1721,isolated micro-cluster (size=7)
80FD32260,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80FD42840,0.1,isolated micro-cluster (size=5)
80FD51BF0,0.1,isolated micro-cluster (size=5)
80FD62800,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80FD78AC0,0.1,isolated micro-cluster (size=7)
80FD815E0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80FD81810,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80FDAF820,0.1,isolated micro-cluster (size=5)
80FDB4F20,0.1,isolated micro-cluster (size=7)
80FDCE320,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80FDD2370,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80FDDAA70,0.1,isolated micro-cluster (size=7)
80FDE7B60,0.0,baseline structural profile; no graph anomalies detected
80FE109A0,0.1,isolated micro-cluster (size=6)
80FE11450,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80FE11FA0,0.218,topological outlier in Node2Vec space (DBSCAN outlier)
80FE124F0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80FE14260,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80FE6AB90,0.0,baseline structural profile; no graph anomalies detected
80FE75ED0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80FE783F0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80FE7C0C0,0.0,baseline structural profile; no graph anomalies detected
80FE91FD0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80FEA9150,0.1,isolated micro-cluster (size=5)
80FECCF30,0.1,isolated micro-cluster (size=10)
80FEF6B80,0.0,baseline structural profile; no graph anomalies detected
80FF15F30,0.0,baseline structural profile; no graph anomalies detected
80FF21930,0.0,baseline structural profile; no graph anomalies detected
80FF28080,0.0,baseline structural profile; no graph anomalies detected
80FF33910,0.1,isolated micro-cluster (size=6)
80FF589E0,0.0,baseline structural profile; no graph anomalies detected
80FF91CE0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80FF9B000,0.0,baseline structural profile; no graph anomalies detected
80FF9CB70,0.0,baseline structural profile; no graph anomalies detected
80FF9CD00,0.25,"high flow betweenness centrality (bc=1.73e-06); high transaction volume (in=16, out=61)"
80FFB24E0,0.0,baseline structural profile; no graph anomalies detected
80FFEFBE0,0.1,isolated micro-cluster (size=7)
8100032B0,0.1,isolated micro-cluster (size=5)
8100256D0,0.0,baseline structural profile; no graph anomalies detected
8100381E0,0.0,baseline structural profile; no graph anomalies detected
8100392E0,0.1,isolated micro-cluster (size=5)
810048300,0.0,baseline structural profile; no graph anomalies detected
810049F50,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
81004FA10,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
81009B1E0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8100A2E80,0.0,baseline structural profile; no graph anomalies detected
8100A6B40,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8100A6DB0,0.1,isolated micro-cluster (size=6)
8100A9CC0,0.1,isolated micro-cluster (size=6)
8100AA4C0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8100CE550,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8100CEB30,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8100EF720,0.1,isolated micro-cluster (size=5)
8100F2040,0.1,isolated micro-cluster (size=6)
8100F2930,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8100F9D70,0.0,baseline structural profile; no graph anomalies detected
8100FA610,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8100FF0F0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810125E00,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
81012CA00,0.0,baseline structural profile; no graph anomalies detected
810136F90,0.0,baseline structural profile; no graph anomalies detected
810137490,0.0,baseline structural profile; no graph anomalies detected
81014CB60,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810166F30,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810184CE0,0.0,baseline structural profile; no graph anomalies detected
810193480,0.0,baseline structural profile; no graph anomalies detected
8101A38B0,0.1,isolated micro-cluster (size=5)
8101BD360,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8101CEF90,0.218,topological outlier in Node2Vec space (DBSCAN outlier)
8101DA920,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8101E0CD0,0.0,baseline structural profile; no graph anomalies detected
81020A870,0.0,baseline structural profile; no graph anomalies detected
810224850,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810225970,0.0,baseline structural profile; no graph anomalies detected
81022DE40,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
81022DE90,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810230EF0,0.1,isolated micro-cluster (size=5)
8102397F0,0.1,isolated micro-cluster (size=7)
81024BE80,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
81024DE80,0.0,baseline structural profile; no graph anomalies detected
8102515B0,0.1,isolated micro-cluster (size=9)
81025D190,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810275F80,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810280740,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810297B80,0.1721,isolated micro-cluster (size=10)
810297BD0,0.1,isolated micro-cluster (size=10)
81029D270,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
81029E820,0.1,isolated micro-cluster (size=5)
8102AEAC0,0.0,baseline structural profile; no graph anomalies detected
8102CCEC0,0.0,baseline structural profile; no graph anomalies detected
8102EDBF0,0.0,baseline structural profile; no graph anomalies detected
810325B30,0.1,isolated micro-cluster (size=9)
81034D310,0.0,baseline structural profile; no graph anomalies detected
81035FB40,0.1,isolated micro-cluster (size=5)
81038E350,0.0,baseline structural profile; no graph anomalies detected
8103925F0,0.0,baseline structural profile; no graph anomalies detected
8103B2E50,0.25,"topological outlier in Node2Vec space (DBSCAN outlier); high transaction volume (in=56, out=1)"
8103C2850,0.0,baseline structural profile; no graph anomalies detected
81040ACB0,0.0,baseline structural profile; no graph anomalies detected
81043BD40,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
