account_id,linked_customer_id,bank_id,first_seen_timestamp,last_seen_timestamp,real_txn_count,synthetic_txn_count,total_transaction_count,background_real_laundering_count
8096D4670,8096D4670,24779,2022/09/01 00:11,2022/09/08 07:11,5,0,5,1
8096DCCA0,,225734,2022/09/01 00:12,2022/09/09 18:27,5,0,5,0
8096EB0C0,,25202,2022/09/01 00:52,2022/09/09 07:14,4,0,4,0
809789820,,22828,2022/09/01 00:04,2022/09/09 02:59,19,0,19,0
80979F6D0,,34993,2022/09/01 00:09,2022/09/09 00:52,3,0,3,0
8097B17F0,,8798,2022/09/01 00:17,2022/09/01 06:19,2,0,2,0
8097B7580,8097B7580,326110,2022/09/02 05:46,2022/09/09 19:19,2,0,2,0
809877B10,,4523,2022/09/01 03:46,2022/09/09 21:48,21,0,21,0
80989AF70,,16224,2022/09/01 00:00,2022/09/09 18:12,21,0,21,0
8098DB610,,125607,2022/09/01 00:03,2022/09/08 10:22,4,0,4,0
8098E55D0,8098E55D0,125607,2022/09/01 00:44,2022/09/01 00:44,1,0,1,0
8098EE660,8098EE660,25665,2022/09/01 00:15,2022/09/08 10:02,2,0,2,0
8098FA6C0,8098FA6C0,25202,2022/09/01 04:36,2022/09/10 02:53,76,0,76,0
809932540,,2991,2022/09/01 00:01,2022/09/05 12:56,18,0,18,0
80997F8D0,80997F8D0,125633,2022/09/01 07:21,2022/09/09 21:32,5,0,5,0
80998E4D0,,213,2022/09/01 00:00,2022/09/09 20:36,16,0,16,0
8099AB630,,125607,2022/09/01 00:04,2022/09/10 09:15,44,0,44,0
8099BC410,8099BC410,28711,2022/09/01 00:07,2022/09/10 12:56,38,0,38,0
8099CA2C0,8099CA2C0,25847,2022/09/01 00:03,2022/09/09 18:24,29,0,29,0
809A382B0,809A382B0,15625,2022/09/01 01:16,2022/09/09 17:47,17,0,17,0
809A5B580,,326524,2022/09/01 00:05,2022/09/01 00:05,1,0,1,0
809AB94A0,,210185,2022/09/01 00:03,2022/09/08 14:38,2,0,2,0
809B4FC60,809B4FC60,226350,2022/09/01 21:44,2022/09/07 17:19,2,0,2,0
809B63630,809B63630,125575,2022/09/01 00:14,2022/09/10 22:42,82,0,82,0
809C28A70,809C28A70,4523,2022/09/01 00:29,2022/09/01 00:29,1,0,1,0
809C489D0,809C489D0,318784,2022/09/01 00:03,2022/09/01 00:03,1,0,1,0
809D020F0,809D020F0,1,2022/09/01 00:01,2022/09/10 01:59,72,0,72,0
809D22A40,809D22A40,112078,2022/09/01 00:01,2022/09/09 12:59,37,0,37,0
809D285F0,,225734,2022/09/01 13:32,2022/09/10 00:14,31,0,31,0
809D7BC30,,125607,2022/09/01 12:20,2022/09/09 04:15,4,0,4,0
809DBCF40,809DBCF40,325282,2022/09/02 05:52,2022/09/09 23:58,2,0,2,0
809DE9F20,809DE9F20,125575,2022/09/01 13:41,2022/09/06 13:56,2,0,2,0
809DF3570,809DF3570,326324,2022/09/01 03:53,2022/09/01 03:53,1,0,1,0
809E02430,809E02430,326215,2022/09/01 07:42,2022/09/01 07:42,1,0,1,0
809E02EE0,,210,2022/09/01 00:25,2022/09/10 00:17,11,0,11,0
809E5AD90,809E5AD90,126107,2022/09/01 00:01,2022/09/01 00:07,2,0,2,0
809E76480,,219184,2022/09/01 01:42,2022/09/10 22:26,25,0,25,0
809E76930,,31402,2022/09/02 00:38,2022/09/09 05:43,2,0,2,0
809EDAF40,809EDAF40,126802,2022/09/01 09:33,2022/09/09 21:19,20,0,20,0
809EF39E0,,27151,2022/09/01 00:04,2022/09/09 10:52,11,0,11,0
809EFD3C0,809EFD3C0,327336,2022/09/02 03:34,2022/09/09 17:20,2,0,2,0
809F18DE0,,32417,2022/09/02 03:29,2022/09/09 09:27,2,0,2,0
809F3D7D0,809F3D7D0,327373,2022/09/01 10:07,2022/09/01 10:07,1,0,1,0
809FA9220,809FA9220,327480,2022/09/01 06:29,2022/09/01 06:29,1,0,1,0
809FD73D0,809FD73D0,24869,2022/09/01 13:40,2022/09/10 23:29,24,0,24,0
809FD9E00,809FD9E00,8798,2022/09/01 00:29,2022/09/10 14:22,26,0,26,0
809FE17B0,809FE17B0,122086,2022/09/01 09:08,2022/09/10 00:13,4,0,4,0
809FE8E20,,4726,2022/09/01 00:04,2022/09/10 11:10,19,0,19,0
809FF8A10,809FF8A10,11405,2022/09/01 00:06,2022/09/11 06:40,5,0,5,1
809FFB470,809FFB470,113865,2022/09/01 08:57,2022/09/10 05:15,2,0,2,0
80A0013C0,80A0013C0,24550,2022/09/01 00:08,2022/09/09 06:57,6,0,6,0
80A0493B0,80A0493B0,114674,2022/09/01 00:16,2022/09/10 12:56,28,0,28,0
80A0585D0,80A0585D0,327571,2022/09/02 23:09,2022/09/09 22:31,2,0,2,0
80A0AF7B0,,223908,2022/09/01 00:00,2022/09/09 14:41,36,0,36,0
80A0D2290,,513,2022/09/01 00:10,2022/09/06 00:13,2,0,2,0
80A0D5F60,80A0D5F60,327622,2022/09/02 21:04,2022/09/09 16:47,2,0,2,0
80A0D9530,,21174,2022/09/01 00:11,2022/09/09 16:39,12,0,12,0
80A0EE580,80A0EE580,28693,2022/09/01 02:42,2022/09/10 12:59,69,0,69,0
80A0FC1B0,80A0FC1B0,6,2022/09/01 14:32,2022/09/09 23:49,18,0,18,0
80A163A10,,113685,2022/09/01 01:08,2022/09/10 22:44,69,0,69,0
80A183450,,313479,2022/09/02 09:45,2022/09/09 18:03,2,0,2,0
80A195530,80A195530,19,2022/09/01 00:06,2022/09/09 22:24,29,0,29,0
80A19D8C0,80A19D8C0,27637,2022/09/01 00:02,2022/09/07 15:22,8,0,8,0
80A1C8FD0,80A1C8FD0,33594,2022/09/01 00:19,2022/09/09 17:07,3,0,3,0
80A1E0F50,80A1E0F50,211,2022/09/01 06:46,2022/09/10 20:19,82,0,82,0
80A233400,,35304,2022/09/01 00:19,2022/09/01 00:19,1,0,1,0
80A2537D0,80A2537D0,327897,2022/09/01 00:21,2022/09/09 14:13,3,0,3,0
80A2552B0,80A2552B0,19,2022/09/05 05:01,2022/09/05 05:01,1,0,1,0
80A268F00,,6156,2022/09/01 00:27,2022/09/09 18:39,14,0,14,0
80A344340,80A344340,227143,2022/09/01 19:10,2022/09/10 22:29,2,0,2,0
80A402F80,80A402F80,21174,2022/09/01 05:42,2022/09/09 17:56,6,0,6,0
80A481D40,,17649,2022/09/01 06:45,2022/09/10 17:27,26,0,26,0
80A4A3CE0,,211,2022/09/01 14:13,2022/09/10 03:53,31,0,31,0
80A4D52C0,,328350,2022/09/01 13:36,2022/09/01 13:36,1,0,1,0
80A4F42A0,80A4F42A0,28222,2022/09/01 00:19,2022/09/09 17:17,5,0,5,0
80A4FBD40,80A4FBD40,228101,2022/09/01 00:13,2022/09/09 19:27,26,0,26,0
80A50DF20,,27621,2022/09/01 00:09,2022/09/10 19:55,22,0,22,0
80A599E60,80A599E60,15723,2022/09/02 22:58,2022/09/02 22:58,1,0,1,0
80A5B7BC0,,28317,2022/09/01 00:18,2022/09/04 20:07,2,0,2,0
80A5E8880,80A5E8880,15768,2022/09/01 00:16,2022/09/01 00:16,1,0,1,0
80A680CC0,80A680CC0,13554,2022/09/01 00:01,2022/09/09 19:14,5,0,5,0
80A6B6360,,225263,2022/09/01 03:51,2022/09/07 00:27,5,0,5,0
80A6B6D10,80A6B6D10,4403,2022/09/01 00:22,2022/09/01 00:22,1,0,1,0
80A73C6D0,80A73C6D0,7042,2022/09/01 00:25,2022/09/09 17:31,16,0,16,0
80A759240,80A759240,3881,2022/09/01 00:18,2022/09/09 08:31,3,0,3,0
80A776550,,35331,2022/09/01 23:47,2022/09/01 23:47,1,0,1,0
80A7CE8F0,,27995,2022/09/01 00:10,2022/09/10 16:58,66,0,66,0
80A7CF6F0,80A7CF6F0,28768,2022/09/01 02:36,2022/09/10 20:56,50,0,50,0
80A7DDF30,,28,2022/09/01 00:05,2022/09/10 18:21,31,0,31,0
80A84C000,,320737,2022/09/02 16:44,2022/09/09 22:40,2,0,2,0
80A862490,,28768,2022/09/01 00:20,2022/09/08 17:02,2,0,2,0
80A8CEEA0,80A8CEEA0,33094,2022/09/02 16:03,2022/09/09 22:49,2,0,2,0
80A8DE110,,37109,2022/09/02 23:40,2022/09/09 04:05,2,0,2,0
80A8E5860,,1916,2022/09/01 00:29,2022/09/09 14:00,5,0,5,0
80A8FCB90,,1420,2022/09/01 15:45,2022/09/05 15:20,3,0,3,0
80A968170,80A968170,14387,2022/09/01 00:14,2022/09/10 18:57,34,0,34,0
80AA64490,,221198,2022/09/01 02:51,2022/09/09 22:22,11,0,11,0
80AA9F5A0,80AA9F5A0,317748,2022/09/01 08:29,2022/09/01 08:29,1,0,1,0
80AAB7EA0,80AAB7EA0,27621,2022/09/01 00:28,2022/09/10 09:56,22,0,22,0
80AB1AE00,,6803,2022/09/01 04:56,2022/09/09 22:51,10,0,10,0
80AB48080,,17174,2022/09/01 08:27,2022/09/09 09:42,6,0,6,0
80AB63160,80AB63160,113060,2022/09/01 00:17,2022/09/10 22:24,62,0,62,0
80AB75FE0,80AB75FE0,324593,2022/09/01 07:41,2022/09/01 07:41,1,0,1,0
80AB76DF0,,6156,2022/09/01 00:13,2022/09/01 22:42,3,0,3,0
80AB7E860,80AB7E860,36470,2022/09/01 00:16,2022/09/01 00:16,1,0,1,0
80AB94680,80AB94680,18460,2022/09/01 00:29,2022/09/10 00:22,34,0,34,0
80ABD22A0,80ABD22A0,312723,2022/09/02 02:21,2022/09/09 17:37,4,0,4,0
80AC29440,,34906,2022/09/02 11:46,2022/09/09 09:15,2,0,2,0
80AC77410,80AC77410,28416,2022/09/01 00:00,2022/09/09 06:03,21,0,21,0
80ACAE190,,318798,2022/09/01 20:05,2022/09/01 20:05,1,0,1,0
80ACCB460,80ACCB460,16450,2022/09/01 00:06,2022/09/09 08:13,22,0,22,0
80ACF4DE0,,6,2022/09/01 00:09,2022/09/10 00:13,13,0,13,0
80ACF6790,80ACF6790,328534,2022/09/01 10:12,2022/09/09 02:20,3,0,3,0
80AD78B40,,15768,2022/09/01 00:24,2022/09/05 19:32,3,0,3,0
80ADA2880,80ADA2880,128557,2022/09/01 01:05,2022/09/09 04:21,17,0,17,0
80ADE12D0,80ADE12D0,28,2022/09/01 06:48,2022/09/06 16:04,3,0,3,0
80ADE3B50,,329240,2022/09/02 02:36,2022/09/09 23:51,2,0,2,0
80ADF06C0,,28779,2022/09/01 00:08,2022/09/09 19:27,8,0,8,0
80ADF8B40,80ADF8B40,27637,2022/09/01 00:05,2022/09/09 01:20,3,0,3,0
80AE10FC0,80AE10FC0,1362,2022/09/01 15:36,2022/09/09 04:55,31,0,31,0
80AE4E900,80AE4E900,211,2022/09/01 16:39,2022/09/09 11:29,21,0,21,0
80AE5C890,80AE5C890,16224,2022/09/01 00:04,2022/09/03 02:47,2,0,2,0
80AE68790,80AE68790,33160,2022/09/01 00:18,2022/09/01 00:18,1,0,1,0
80AE8B2B0,80AE8B2B0,10,2022/09/02 10:32,2022/09/02 10:32,1,0,1,0
80AEA85F0,80AEA85F0,322886,2022/09/01 00:05,2022/09/01 00:05,1,0,1,0
80AEBB7D0,80AEBB7D0,323634,2022/09/01 09:07,2022/09/01 09:07,1,0,1,0
80AF2ADA0,,1501,2022/09/01 23:09,2022/09/08 00:13,2,0,2,0
80AF56EE0,,9417,2022/09/01 00:14,2022/09/10 21:56,36,0,36,0
80AFC5B60,,6,2022/09/01 00:03,2022/09/09 13:47,18,0,18,0
80AFE8CD0,,28768,2022/09/01 00:06,2022/09/09 17:24,33,0,33,0
80B004EB0,80B004EB0,11813,2022/09/01 00:14,2022/09/05 06:06,5,0,5,0
80B04F6D0,80B04F6D0,28248,2022/09/01 00:10,2022/09/09 12:02,16,0,16,0
80B04FA90,,329869,2022/09/01 16:46,2022/09/01 16:46,1,0,1,0
80B14F630,,322827,2022/09/01 00:11,2022/09/01 00:11,1,0,1,0
80B16B3D0,,330533,2022/09/01 20:18,2022/09/09 01:21,3,0,3,0
80B19FB20,80B19FB20,210997,2022/09/01 00:06,2022/09/09 19:54,17,0,17,0
80B1B7060,80B1B7060,15695,2022/09/01 00:00,2022/09/10 22:21,21,0,21,0
80B1D7A40,,5627,2022/09/01 00:07,2022/09/01 00:07,1,0,1,0
80B1EF790,,218989,2022/09/01 00:07,2022/09/09 00:51,15,0,15,0
80B235720,,27995,2022/09/01 18:08,2022/09/10 07:29,19,0,19,0
80B2CFC40,,12719,2022/09/01 00:18,2022/09/01 13:00,3,0,3,0
80B30BB50,80B30BB50,26463,2022/09/01 08:49,2022/09/09 07:31,5,0,5,0
80B3479C0,,14099,2022/09/01 00:06,2022/09/10 20:18,43,0,43,0
80B3920F0,80B3920F0,26592,2022/09/01 00:09,2022/09/10 19:08,82,0,82,0
80B40A100,,38635,2022/09/02 07:33,2022/09/09 11:29,2,0,2,0
80B428C20,80B428C20,115415,2022/09/01 04:50,2022/09/10 15:22,35,0,35,0
80B430DA0,80B430DA0,127142,2022/09/01 00:14,2022/09/09 08:51,9,0,9,0
80B45FAE0,80B45FAE0,12719,2022/09/01 00:12,2022/09/09 10:34,23,0,23,0
80B46ACD0,80B46ACD0,26698,2022/09/01 11:38,2022/09/10 02:26,35,0,35,0
80B47E2D0,,331077,2022/09/01 00:02,2022/09/01 00:02,1,0,1,0
80B483FA0,80B483FA0,23833,2022/09/01 08:26,2022/09/01 08:26,1,0,1,0
80B50F5E0,80B50F5E0,33847,2022/09/01 00:24,2022/09/01 00:24,1,0,1,0
80B552AB0,80B552AB0,13057,2022/09/01 00:15,2022/09/09 16:21,33,0,33,0
80B57A730,,122916,2022/09/01 00:08,2022/09/10 12:54,21,0,21,0
80B57EE00,80B57EE00,3229,2022/09/01 10:24,2022/09/09 07:58,3,0,3,0
80B58AEC0,,10232,2022/09/01 09:41,2022/09/09 23:02,7,0,7,0
80B5B3380,,113779,2022/09/01 00:15,2022/09/02 12:38,6,0,6,0
80B5EEF30,80B5EEF30,321993,2022/09/01 04:00,2022/09/09 16:25,3,0,3,0
80B617F60,80B617F60,322886,2022/09/01 11:39,2022/09/01 11:39,1,0,1,0
80B618AF0,80B618AF0,8805,2022/09/01 00:18,2022/09/10 12:51,24,0,24,0
80B61DB00,80B61DB00,228634,2022/09/01 05:34,2022/09/10 21:48,58,0,58,0
80B6754F0,,314695,2022/09/01 09:16,2022/09/01 09:16,1,0,1,0
80B6C1DE0,,29089,2022/09/01 00:20,2022/09/09 10:49,18,0,18,0
80B6E0A70,80B6E0A70,331486,2022/09/02 04:19,2022/09/09 19:29,2,0,2,0
80B72FE40,,213,2022/09/01 07:30,2022/09/10 16:09,27,0,27,0
80B745630,80B745630,213,2022/09/01 00:06,2022/09/10 22:16,102,0,102,0
80B767C90,,1267,2022/09/01 00:25,2022/09/02 11:05,3,0,3,0
80B773700,80B773700,328221,2022/09/01 07:29,2022/09/09 17:46,3,0,3,0
80B7D3C90,,1502,2022/09/01 19:45,2022/09/09 08:39,3,0,3,0
80B820F70,,213704,2022/09/01 00:10,2022/09/09 20:37,2,0,2,0
80B829340,,1502,2022/09/01 11:14,2022/09/10 08:51,46,0,46,0
80B870070,80B870070,214609,2022/09/01 00:18,2022/09/09 17:15,4,0,4,0
80B882470,80B882470,117999,2022/09/01 00:00,2022/09/02 15:01,3,0,3,0
80B8C4990,80B8C4990,17748,2022/09/01 00:13,2022/09/01 20:51,2,0,2,0
80B8F29F0,,324635,2022/09/02 06:37,2022/09/09 12:10,2,0,2,0
80B94E9F0,80B94E9F0,318634,2022/09/02 19:20,2022/09/09 13:31,2,0,2,0
80B959140,,312901,2022/09/02 02:48,2022/09/09 21:28,2,0,2,0
80B96F0D0,,12004,2022/09/01 00:16,2022/09/10 01:35,26,0,26,0
80B98F700,80B98F700,3655,2022/09/01 00:00,2022/09/10 15:50,22,0,22,0
80B9A8940,,111121,2022/09/01 00:16,2022/09/01 16:04,2,0,2,0
80B9AC850,80B9AC850,29794,2022/09/01 00:08,2022/09/01 17:28,3,0,3,0
80B9BA2C0,80B9BA2C0,36102,2022/09/01 14:40,2022/09/01 14:40,1,0,1,0
80B9C0D40,80B9C0D40,29794,2022/09/01 00:16,2022/09/02 20:45,3,0,3,0
80BA1B0A0,80BA1B0A0,33328,2022/09/02 17:03,2022/09/09 22:53,2,0,2,0
80BA558B0,80BA558B0,123308,2022/09/01 00:14,2022/09/02 16:46,4,0,4,0
80BA88FE0,80BA88FE0,313881,2022/09/02 00:57,2022/09/09 13:19,2,0,2,0
80BAE4080,,113060,2022/09/01 00:21,2022/09/10 13:33,25,0,25,0
80BB133F0,,332164,2022/09/02 01:32,2022/09/09 20:44,2,0,2,0
80BC16800,,1,2022/09/01 00:00,2022/09/09 21:53,35,0,35,0
80BC50EB0,,38178,2022/09/02 23:43,2022/09/09 20:34,2,0,2,0
80BCD24D0,80BCD24D0,23146,2022/09/01 00:14,2022/09/10 23:55,35,0,35,0
80BD80DD0,,23,2022/09/01 23:37,2022/09/01 23:37,1,0,1,0
80BDADC00,80BDADC00,12735,2022/09/01 00:12,2022/09/10 17:37,11,0,11,0
80BDE4420,80BDE4420,332627,2022/09/01 00:19,2022/09/01 00:19,1,0,1,0
80BDE7130,80BDE7130,15916,2022/09/01 01:59,2022/09/09 13:26,34,0,34,0
80BDF0520,,3958,2022/09/02 07:06,2022/09/09 10:22,2,0,2,0
80BE05A30,,20846,2022/09/01 10:15,2022/09/10 17:16,24,0,24,0
80BE1E580,,6276,2022/09/01 02:10,2022/09/09 05:11,15,0,15,0
80BE1F7F0,,32221,2022/09/01 00:04,2022/09/01 00:04,1,0,1,0
80BE67630,80BE67630,331534,2022/09/01 00:02,2022/09/01 00:02,1,0,1,0
80BE94A20,,323216,2022/09/02 00:41,2022/09/09 04:02,2,0,2,0
80BE9A870,,322854,2022/09/02 09:03,2022/09/09 08:04,2,0,2,0
80BEC3890,80BEC3890,12,2022/09/01 20:40,2022/09/01 20:40,1,0,1,0
80BEC9740,,214,2022/09/01 00:18,2022/09/06 02:37,5,0,5,0
80BECAF80,80BECAF80,332769,2022/09/02 00:52,2022/09/09 20:18,2,0,2,0
80BEF7060,80BEF7060,116843,2022/09/01 00:06,2022/09/09 20:54,6,0,6,0
80BEFAE20,80BEFAE20,27,2022/09/01 00:12,2022/09/10 02:53,46,0,46,0
80BF560D0,,5328,2022/09/01 08:31,2022/09/01 08:31,1,0,1,0
80BF75B90,80BF75B90,129470,2022/09/01 18:49,2022/09/10 00:01,2,0,2,0
80BF84220,,21813,2022/09/01 05:48,2022/09/01 05:48,1,0,1,0
80BFACCD0,80BFACCD0,25309,2022/09/01 09:07,2022/09/10 00:08,16,0,16,0
80BFEE6E0,80BFEE6E0,310311,2022/09/01 15:15,2022/09/01 15:15,1,0,1,0
80BFFEDE0,,4766,2022/09/01 00:25,2022/09/10 00:23,11,0,11,0
80BFFF960,80BFFF960,310278,2022/09/01 18:42,2022/09/01 18:42,1,0,1,0
80BFFFAA0,,311183,2022/09/01 00:36,2022/09/01 00:36,1,0,1,0
80C002F20,80C002F20,6075,2022/09/01 03:15,2022/09/02 05:42,3,0,3,0
80C010430,80C010430,21550,2022/09/01 01:13,2022/09/09 11:56,15,0,15,0
80C06D6F0,,32814,2022/09/01 00:06,2022/09/09 10:35,4,0,4,0
80C0FA3F0,,22164,2022/09/01 05:23,2022/09/01 05:23,1,0,1,0
80C115990,80C115990,1729,2022/09/01 00:21,2022/09/08 01:06,6,0,6,0
80C1474D0,,223233,2022/09/01 00:29,2022/09/10 22:48,35,0,35,0
80C186EA0,,131086,2022/09/01 00:17,2022/09/10 22:19,24,0,24,0
80C1927A0,,230744,2022/09/01 00:01,2022/09/09 17:47,15,0,15,0
80C1ABDE0,80C1ABDE0,332726,2022/09/01 21:58,2022/09/09 14:07,3,0,3,0
80C2044A0,80C2044A0,32564,2022/09/01 05:01,2022/09/03 20:02,2,0,2,0
80C2A85F0,,31809,2022/09/01 19:00,2022/09/09 23:48,22,0,22,0
80C31B0D0,,123773,2022/09/01 00:23,2022/09/10 00:58,27,0,27,0
80C335670,,233580,2022/09/01 00:00,2022/09/09 11:25,19,0,19,0
80C3AF180,80C3AF180,21641,2022/09/01 02:01,2022/09/01 02:01,1,0,1,0
80C3B74D0,,333611,2022/09/01 00:21,2022/09/01 00:21,1,0,1,0
80C3F32F0,,8595,2022/09/01 00:00,2022/09/01 07:01,2,0,2,0
80C423720,80C423720,310746,2022/09/01 00:05,2022/09/01 00:05,1,0,1,0
80C4C7AC0,80C4C7AC0,11402,2022/09/01 00:16,2022/09/09 06:07,9,0,9,0
80C51E690,,18428,2022/09/01 00:11,2022/09/10 00:24,52,0,52,0
80C5504E0,,331642,2022/09/02 00:56,2022/09/09 06:23,2,0,2,0
80C61F670,80C61F670,231744,2022/09/01 01:06,2022/09/10 00:48,36,0,36,0
80C62D0B0,80C62D0B0,121358,2022/09/01 00:19,2022/09/10 04:59,38,0,38,0
80C645C80,80C645C80,333254,2022/09/01 18:45,2022/09/09 18:06,3,0,3,0
80C6A19A0,80C6A19A0,231744,2022/09/01 00:01,2022/09/10 15:32,31,0,31,0
80C6C1E10,,25749,2022/09/01 10:24,2022/09/02 19:27,2,0,2,0
80C6CA9C0,,39388,2022/09/01 07:59,2022/09/01 07:59,1,0,1,0
80C6DBEB0,80C6DBEB0,11471,2022/09/01 00:05,2022/09/10 14:52,31,0,31,0
80C7C4B10,,8771,2022/09/01 00:16,2022/09/10 23:58,56,0,56,0
80C7FD5F0,,27444,2022/09/01 00:06,2022/09/10 02:05,24,0,24,0
80C8A72A0,80C8A72A0,215803,2022/09/01 00:27,2022/09/01 00:27,1,0,1,0
80C8ACB20,,20,2022/09/01 00:07,2022/09/10 03:27,25,0,25,0
80C91EEA0,,334006,2022/09/02 22:08,2022/09/09 01:08,2,0,2,0
80C94D200,80C94D200,334582,2022/09/01 12:29,2022/09/01 12:29,1,0,1,0
80C9BED80,,16136,2022/09/01 00:23,2022/09/06 00:21,2,0,2,0
80CA10180,80CA10180,32564,2022/09/01 15:06,2022/09/10 05:24,32,0,32,0
80CA33FB0,,227143,2022/09/02 14:40,2022/09/09 21:02,4,0,4,0
80CA396E0,80CA396E0,34506,2022/09/01 00:22,2022/09/10 00:38,13,0,13,0
80CA57140,,134117,2022/09/01 03:19,2022/09/09 23:33,3,0,3,0
80CAE7060,80CAE7060,35511,2022/09/01 17:10,2022/09/01 17:10,1,0,1,0
80CAFC320,80CAFC320,13649,2022/09/01 00:11,2022/09/01 00:15,2,0,2,0
80CB220E0,80CB220E0,334901,2022/09/01 16:11,2022/09/09 07:05,3,0,3,0
80CB283D0,,334621,2022/09/01 14:51,2022/09/01 14:51,1,0,1,0
80CB562E0,80CB562E0,33873,2022/09/01 00:19,2022/09/09 23:23,19,0,19,0
80CB9DD70,80CB9DD70,34215,2022/09/01 00:09,2022/09/10 17:16,15,0,15,0
80CBB3200,80CBB3200,34723,2022/09/01 00:13,2022/09/09 19:50,4,0,4,0
80CBEB570,,332691,2022/09/02 08:06,2022/09/09 13:38,2,0,2,0
80CC00720,80CC00720,334949,2022/09/01 00:27,2022/09/09 18:04,3,0,3,0
80CC66860,,332816,2022/09/02 09:05,2022/09/09 11:13,2,0,2,0
80CC821F0,80CC821F0,34723,2022/09/01 10:33,2022/09/10 07:55,24,0,24,0
80CCA5260,80CCA5260,10404,2022/09/01 14:03,2022/09/09 13:52,19,0,19,0
80CCDDFB0,80CCDDFB0,34506,2022/09/01 06:55,2022/09/09 23:18,40,0,40,0
80CD5CFC0,,334806,2022/09/01 07:35,2022/09/01 07:35,1,0,1,0
80CD7C780,,122916,2022/09/01 00:19,2022/09/09 18:53,27,0,27,0
80CDA3A80,,25536,2022/09/01 03:37,2022/09/08 00:10,5,0,5,0
80CDD4350,80CDD4350,335333,2022/09/01 08:21,2022/09/01 08:21,1,0,1,0
80CDD7660,,34506,2022/09/01 00:00,2022/09/10 00:18,6,0,6,0
80CE12A00,,134920,2022/09/01 17:49,2022/09/10 19:10,7,0,7,0
80CE4ABC0,80CE4ABC0,335362,2022/09/01 17:14,2022/09/09 07:33,3,0,3,0
80CF0D380,,335428,2022/09/01 23:57,2022/09/01 23:57,1,0,1,0
80CFA5CD0,,18324,2022/09/01 19:32,2022/09/09 03:46,5,0,5,0
80CFD5910,,335473,2022/09/01 00:19,2022/09/01 00:19,1,0,1,0
80CFE1960,80CFE1960,235551,2022/09/01 00:15,2022/09/01 00:17,2,0,2,0
80D009360,,217680,2022/09/01 00:16,2022/09/09 22:57,19,0,19,0
80D018930,80D018930,23538,2022/09/01 04:37,2022/09/09 17:27,20,0,20,1
80D029B10,,30775,2022/09/01 12:56,2022/09/09 19:23,23,0,23,0
80D050ED0,80D050ED0,223233,2022/09/01 00:23,2022/09/09 09:26,37,0,37,0
80D066470,,327481,2022/09/02 22:47,2022/09/09 07:22,2,0,2,0
80D06AC20,80D06AC20,13327,2022/09/01 14:06,2022/09/10 06:18,33,0,33,0
80D079290,80D079290,8771,2022/09/01 00:18,2022/09/10 04:34,15,0,15,0
80D08F540,80D08F540,38675,2022/09/02 23:57,2022/09/09 14:31,2,0,2,0
80D0D7650,,328496,2022/09/01 13:01,2022/09/01 13:01,1,0,1,0
80D109770,,326413,2022/09/01 00:11,2022/09/09 02:37,3,0,3,0
80D132BA0,,12585,2022/09/01 00:09,2022/09/01 18:54,3,0,3,0
80D156220,,221731,2022/09/01 04:37,2022/09/09 05:51,15,0,15,0
80D192830,80D192830,223635,2022/09/01 13:41,2022/09/09 19:54,5,0,5,0
80D1D7B70,,331018,2022/09/01 05:47,2022/09/01 05:47,1,0,1,0
80D216FC0,,215841,2022/09/01 00:00,2022/09/01 05:58,3,0,3,0
80D266B50,80D266B50,221374,2022/09/01 00:03,2022/09/10 18:51,23,0,23,0
80D295230,,336107,2022/09/01 00:06,2022/09/01 00:06,1,0,1,0
80D2A3C10,80D2A3C10,13264,2022/09/01 00:03,2022/09/10 00:03,35,0,35,0
80D2DBD70,,28627,2022/09/01 17:11,2022/09/09 12:21,35,0,35,0
80D2E9E20,,126426,2022/09/01 00:29,2022/09/09 23:28,15,0,15,0
80D31E5E0,,3420,2022/09/01 00:11,2022/09/01 23:27,3,0,3,0
80D330100,,233168,2022/09/01 00:06,2022/09/04 18:05,3,0,3,0
80D34D9D0,,12,2022/09/01 00:12,2022/09/06 00:54,6,0,6,0
80D379350,,218438,2022/09/01 00:09,2022/09/01 00:09,1,0,1,0
80D4250F0,,112212,2022/09/01 00:18,2022/09/09 12:54,7,0,7,0
80D437B20,80D437B20,32117,2022/09/01 12:27,2022/09/01 12:27,1,0,1,0
80D46DB20,,12381,2022/09/01 00:02,2022/09/09 07:13,25,0,25,0
80D4C5E10,80D4C5E10,31161,2022/09/01 00:15,2022/09/01 13:20,3,0,3,0
80D4F1D90,80D4F1D90,3220,2022/09/02 06:34,2022/09/09 21:30,2,0,2,0
80D53E870,,213952,2022/09/01 01:27,2022/09/01 15:45,2,0,2,0
80D555E10,80D555E10,21360,2022/09/01 00:21,2022/09/09 11:42,16,0,16,0
80D59B560,80D59B560,135104,2022/09/01 00:10,2022/09/09 10:30,10,0,10,0
80D59BDC0,80D59BDC0,135034,2022/09/02 11:13,2022/09/09 22:17,5,0,5,0
80D5A3E00,,335525,2022/09/02 14:17,2022/09/09 20:52,2,0,2,0
80D5C6F60,,335595,2022/09/01 00:28,2022/09/01 00:28,1,0,1,0
80D5FED70,,235580,2022/09/01 00:03,2022/09/10 23:57,24,0,24,0
80D60B240,,10,2022/09/01 00:07,2022/09/10 05:18,32,0,32,0
80D64EC50,80D64EC50,36208,2022/09/01 19:03,2022/09/09 02:29,14,0,14,0
80D671480,,135104,2022/09/01 03:29,2022/09/09 05:15,22,0,22,0
